1,-109.2555768
2,-107.8513793
3,-102.083897
4,-93.12601678
5,-83.779801
6,-76.94866283
7,-74.26259902
8,-75.74951167
9,-80.29185371
10,-86.19886458
11,-91.63361017
12,-94.89982286
13,-94.73917151
14,-90.84063854
15,-84.2795642
16,-77.27105469
17,-72.2057343
18,-70.53974786
19,-72.17936251
20,-75.79959663
21,-79.79311277
22,-82.82086013
23,-83.63640656
24,-81.27142739
25,-76.16332788
26,-70.78800478
27,-68.47214284
28,-71.32420019
29,-79.00304678
30,-89.02210399
31,-98.26483642
32,-104.455735
33,-106.5145737
34,-104.2126449
35,-98.06712392
36,-89.59660815
37,-81.35188758
38,-76.22188446
39,-76.16256395
40,-81.17187151
41,-89.2712635
42,-97.34426497
43,-102.2535311
44,-101.8735817
45,-95.75371821
46,-85.31562557
47,-73.54197273
48,-63.85146181
49,-58.45237583
50,-57.4435329
51,-59.41600131
52,-62.95208464
53,-67.67010401
54,-73.8843675
55,-81.44576585
56,-89.23009971
57,-95.89756209
58,-100.8591129
59,-104.2622397
60,-106.3135452
61,-106.8644459
62,-105.6470763
63,-102.6065601
64,-97.82603427
65,-91.67105491
66,-85.26249447
67,-80.3205419
68,-78.24470374
69,-79.25167617
70,-82.16230208
71,-84.91644769
72,-85.48685811
73,-82.59446093
74,-75.922521
75,-66.16956528
76,-55.23448399
77,-46.01418968
78,-41.22757857
79,-41.99097116
80,-47.40298193
81,-55.08181998
82,-61.97012133
83,-65.34791998
84,-63.90751355
85,-58.25127547
86,-50.32519229
87,-42.15258892
88,-35.22442444
89,-31.17400129
90,-32.04463838
91,-38.84886468
92,-50.20236298
93,-62.78625476
94,-72.79712222
95,-77.1822075
96,-74.68068761
97,-66.55662489
98,-56.00090868
99,-46.57190451
100,-41.36048059
101,-42.32129004
102,-48.98320842
103,-58.30104261
104,-66.20315468
105,-69.467642
106,-67.23047418
107,-61.34863686
108,-55.13697517
109,-51.62304948
110,-52.4264851
111,-57.22428959
112,-63.84419938
113,-69.26833133
114,-70.94170467
115,-67.48062404
116,-58.95221835
117,-47.10679318
118,-35.01231226
119,-25.83969249
120,-21.63238185
121,-22.72741391
122,-27.75909276
123,-34.15038701
124,-39.04279665
125,-40.19845031
126,-36.5884899
127,-28.82635684
128,-19.05891157
129,-10.00714205
130,-3.981465
131,-2.374331716
132,-5.227628112
133,-11.02702449
134,-17.13258298
135,-20.70750427
136,-19.96757146
137,-15.13311361
138,-8.279327034
139,-2.339371284
140,0.108602154
141,-2.101949644
142,-8.186044574
143,-15.73899037
144,-22.10473284
145,-25.79458253
146,-26.5780989
147,-24.69978965
148,-20.51379085
149,-14.4995033
150,-7.120327447
151,0.977216307
152,7.947948679
153,10.6140893
154,6.619877135
155,-3.473788976
156,-16.55134977
157,-28.8567133
158,-37.67749557
159,-42.01585727
160,-42.37676724
161,-40.05600878
162,-36.13895227
163,-30.92171641
164,-24.40484714
165,-16.98300189
166,-9.314736591
167,-2.044263795
168,3.9178403
169,7.274536807
170,6.909506053
171,2.661938885
172,-4.163188335
173,-10.97824307
174,-15.01886861
175,-14.5579062
176,-9.303985514
177,-0.36495852
178,9.742492339
179,17.70141685
180,20.81671739
181,18.20471584
182,11.1116754
183,2.481434061
184,-4.244950353
185,-6.771812403
186,-4.820835573
187,0.431430814
188,7.38676626
189,14.44511408
190,20.08861014
191,23.30737091
192,23.96362432
193,22.47256873
194,19.45277907
195,15.93340478
196,13.44849487
197,13.4730392
198,16.38105073
199,20.7814292
200,24.24232151
